SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",C50,Malignant neoplasm of breast,851,Age-standardised,179,167.1,191.5
E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",C50,Malignant neoplasm of breast,792,Age-standardised,183.7,171,197
E38000258,NHS Birmingham and Solihull ICB - 15E,C50,Malignant neoplasm of breast,925,Age-standardised,162.4,152,173.3
E38000259,NHS Black Country ICB - D2P2L,C50,Malignant neoplasm of breast,930,Age-standardised,160.2,150,170.9
E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",C50,Malignant neoplasm of breast,868,Age-standardised,192.7,180,206
E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",C50,Malignant neoplasm of breast,658,Age-standardised,198,183.1,213.8
E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",C50,Malignant neoplasm of breast,498,Age-standardised,179.2,163.7,195.7
E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",C50,Malignant neoplasm of breast,389,Age-standardised,169.5,153,187.2
E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,C50,Malignant neoplasm of breast,809,Age-standardised,190.1,177.2,203.7
E38000068,NHS Cheshire and Merseyside ICB - 01F,C50,Malignant neoplasm of breast,115,Age-standardised,176.2,145.4,211.5
E38000091,NHS Cheshire and Merseyside ICB - 01J,C50,Malignant neoplasm of breast,123,Age-standardised,159.7,132.5,190.8
E38000161,NHS Cheshire and Merseyside ICB - 01T,C50,Malignant neoplasm of breast,135,Age-standardised,147.1,123.1,174.3
E38000170,NHS Cheshire and Merseyside ICB - 01V,C50,Malignant neoplasm of breast,114,Age-standardised,154.5,126.4,186.8
E38000172,NHS Cheshire and Merseyside ICB - 01X,C50,Malignant neoplasm of breast,168,Age-standardised,176.4,150.7,205.2
E38000194,NHS Cheshire and Merseyside ICB - 02E,C50,Malignant neoplasm of breast,192,Age-standardised,180,155.4,207.4
E38000208,NHS Cheshire and Merseyside ICB - 12F,C50,Malignant neoplasm of breast,327,Age-standardised,178.7,159.7,199.3
E38000233,NHS Cheshire and Merseyside ICB - 27D,C50,Malignant neoplasm of breast,773,Age-standardised,191.8,178.4,206
E38000101,NHS Cheshire and Merseyside ICB - 99A,C50,Malignant neoplasm of breast,379,Age-standardised,174,156.8,192.5
E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,C50,Malignant neoplasm of breast,679,Age-standardised,202,186.9,218.1
E38000251,NHS Coventry and Warwickshire ICB - B2M3M,C50,Malignant neoplasm of breast,774,Age-standardised,171.3,159.4,183.9
E38000261,NHS Derby and Derbyshire ICB - 15M,C50,Malignant neoplasm of breast,952,Age-standardised,169.5,158.9,180.7
E38000230,NHS Devon ICB - 15N,C50,Malignant neoplasm of breast,1166,Age-standardised,168.8,159,178.9
E38000045,NHS Dorset ICB - 11J,C50,Malignant neoplasm of breast,857,Age-standardised,188.5,175.8,201.8
E38000252,NHS Frimley ICB - D4U1Y,C50,Malignant neoplasm of breast,615,Age-standardised,178.4,164.5,193.2
E38000062,NHS Gloucestershire ICB - 11M,C50,Malignant neoplasm of breast,633,Age-standardised,183,169,197.9
E38000016,NHS Greater Manchester ICB - 00T,C50,Malignant neoplasm of breast,227,Age-standardised,165.4,144.5,188.4
E38000024,NHS Greater Manchester ICB - 00V,C50,Malignant neoplasm of breast,157,Age-standardised,163.2,138.6,190.8
E38000135,NHS Greater Manchester ICB - 00Y,C50,Malignant neoplasm of breast,197,Age-standardised,181.1,156.6,208.2
E38000080,NHS Greater Manchester ICB - 01D,C50,Malignant neoplasm of breast,173,Age-standardised,167.3,143.3,194.2
E38000143,NHS Greater Manchester ICB - 01G,C50,Malignant neoplasm of breast,183,Age-standardised,168.4,144.6,194.8
E38000174,NHS Greater Manchester ICB - 01W,C50,Malignant neoplasm of breast,291,Age-standardised,187.7,166.7,210.7
E38000263,NHS Greater Manchester ICB - 01Y,C50,Malignant neoplasm of breast,202,Age-standardised,181,156.8,207.7
E38000187,NHS Greater Manchester ICB - 02A,C50,Malignant neoplasm of breast,210,Age-standardised,176.7,153.4,202.5
E38000205,NHS Greater Manchester ICB - 02H,C50,Malignant neoplasm of breast,267,Age-standardised,160.7,142,181.2
E38000217,NHS Greater Manchester ICB - 14L,C50,Malignant neoplasm of breast,298,Age-standardised,165.7,146.7,186.3
E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,C50,Malignant neoplasm of breast,147,Age-standardised,163,137.5,191.8
